Município,Componente Curricular,Etapa,Previstos,Avaliados,% Participação,Defasagem,Aprendizado intermediário,Aprendizado adequado,Acerto Total,H 01 (%),H 02 (%),H 03 (%),H 04 (%),H 06 (%),H 07 (%),H 08 (%),H 09 (%),H 10 (%),Ciclos,Ano,Componente,H 45 (%),H 46 (%),H 47 (%),H 49 (%),H 50 (%),H 51 (%),H 52 (%),H 05 (%),H 11 (%),H 48 (%),H 53 (%),H 54 (%),H 55 (%),H 56 (%),H 57 (%),H 58 (%),H 59 (%),H 61 (%),H 62 (%),H 12 (%),H 14 (%),H 17 (%),H 19 (%),H 20 (%),H 21 (%),H 22 (%),H 26 (%),H 29 (%),H 60 (%),H 63 (%),H 64 (%),H 65 (%),H 66 (%),H 67 (%),H 68 (%),H 69 (%),H 71 (%),H 76 (%),H 77 (%),H 23 (%),H 24 (%),H 25 (%),H 27 (%),H 28 (%),H 30 (%),H 31 (%),H 36 (%),H 38 (%),H 70 (%),H 72 (%),H 73 (%),H 74 (%),H 75 (%),H 78 (%),H 80 (%),H 81 (%),H 82 (%),H 83 (%),H 85 (%),H 32 (%),H 33 (%),H 34 (%),H 35 (%),H 37 (%),H 39 (%),H 40 (%),H 41 (%),H 42 (%),H 43 (%),H 44 (%),H 79 (%),H 84 (%),H 86 (%),H 87 (%),H 88 (%),H 90 (%),H 91 (%),H 92 (%),H 93 (%),H 13 (%),H 16 (%),H 18 (%),H 15 (%),H 89 (%),H 94 (%),H 95 (%),H 96 (%),H 97 (%),H 98 (%)
FORTIM,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,246,228,93%,25%,24%,50%,62%,75.0,68.0,47.0,187.0,68.0,75.0,70.0,77.0,47.0,3,4,MT,,,,,,,,82.0,56.0,,,,,,,,,,,50.0,57.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,48.0,67.0,,,,,,
FRECHEIRINHA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,281,252,90%,21%,13%,60%,70%,74.0,79.0,59.0,157.0,70.0,82.0,74.0,78.0,72.0,3,4,MT,,,,,,,,80.0,63.0,,,,,,,,,,,67.0,76.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,59.0,71.0,54.0,,,,,,
GRACA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,19,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRANJA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,869,798,92%,10%,8%,82%,80%,81.0,86.0,71.0,85.0,84.0,83.0,85.0,84.0,,3,4,MT,,,,,,,,90.0,78.0,,,,,,,,,,,75.0,88.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,76.0,87.0,59.0,,,,,,
GRANJEIRO,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,74,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROAIRAS,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,134,126,94%,10%,10%,55%,81%,81.0,75.0,66.0,,71.0,90.0,83.0,87.0,68.0,3,4,MT,,,,,,,,92.0,80.0,,,,,,,,,,,78.0,90.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,83.0,82.0,,,,,,
GUAIUBA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,345,328,95%,26%,24%,50%,63%,62.0,70.0,40.0,72.0,63.0,72.0,60.0,73.0,,3,4,MT,,,,,,,,80.0,57.0,,,,,,,,,,,52.0,77.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,57.0,73.0,44.0,,,,,,
GUARAMIRANGA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,79,75,95%,19%,15%,65%,68%,77.0,75.0,55.0,200.0,63.0,86.0,79.0,83.0,68.0,3,4,MT,,,,,,,,83.0,62.0,,,,,,,,,,,63.0,61.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,68.0,55.0,61.0,,,,,,
HORIZONTE,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,36,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBARETAMA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,190,90,47%,27%,24%,49%,63%,61.0,69.0,47.0,74.0,44.0,63.0,71.0,60.0,,3,4,MT,,,,,,,,60.0,64.0,,,,,,,,,,,47.0,81.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,54.0,79.0,72.0,,,,,,
IBIAPINA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,350,269,77%,24%,19%,57%,68%,63.0,70.0,39.0,82.0,62.0,71.0,70.0,71.0,100.0,3,4,MT,,,,,,,,79.0,64.0,,,,,,,,,,,63.0,74.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,61.0,75.0,70.0,,,,,,
ICAPUI,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,297,281,95%,26%,25%,49%,63%,62.0,65.0,39.0,74.0,58.0,68.0,72.0,74.0,,3,4,MT,,,,,,,,81.0,53.0,,,,,,,,,,,51.0,75.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,55.0,78.0,55.0,,,,,,
ICO,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,795,654,82%,44%,24%,32%,54%,51.0,63.0,29.0,58.0,47.0,62.0,49.0,55.0,,3,4,MT,,,,,,,,72.0,48.0,,,,,,,,,,,46.0,65.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,53.0,65.0,40.0,,,,,,
IGUATU,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,185,80,43%,34%,30%,36%,54%,45.0,64.0,46.0,72.0,62.0,72.0,59.0,58.0,63.0,3,4,MT,,,,,,,,73.0,37.0,,,,,,,,,,,48.0,52.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,44.0,51.0,29.0,,,,,,
INDEPENDENCIA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,4,4,100%,0%,0%,100%,90%,100.0,75.0,100.0,100.0,,100.0,100.0,100.0,0.0,3,4,MT,,,,,,,,100.0,100.0,,,,,,,,,,,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,,100.0,,,,,,
IPAPORANGA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,166,155,93%,14%,18%,68%,75%,68.0,82.0,39.0,93.0,79.0,78.0,81.0,84.0,,3,4,MT,,,,,,,,88.0,68.0,,,,,,,,,,,67.0,89.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,72.0,83.0,72.0,,,,,,
IPAUMIRIM,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,153,149,97%,34%,20%,46%,58%,66.0,61.0,28.0,444.0,64.0,79.0,62.0,57.0,52.0,3,4,MT,,,,,,,,79.0,58.0,,,,,,,,,,,55.0,36.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,42.0,65.0,65.0,,,,,,
IPU,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,217,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPUEIRAS,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,14,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRACEMA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,287,145,51%,41%,24%,34%,56%,60.0,57.0,33.0,66.0,66.0,65.0,60.0,66.0,35.0,3,4,MT,,,,,,,,81.0,40.0,,,,,,,,,,,44.0,64.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,50.0,66.0,43.0,,,,,,
IRAUCUBA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,381,366,96%,23%,13%,64%,69%,66.0,78.0,60.0,82.0,71.0,81.0,68.0,70.0,66.0,3,4,MT,,,,,,,,83.0,,,,,,,,,,,,63.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,67.0,74.0,,,,,,
ITAICABA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,115,113,98%,18%,20%,58%,67%,88.0,68.0,47.0,,85.0,84.0,73.0,78.0,62.0,3,4,MT,,,,,,,,84.0,62.0,,,,,,,,,,,,64.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,42.0,51.0,69.0,,,,,,
ITAITINGA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,918,752,82%,36%,22%,42%,56%,64.0,63.0,35.0,87.0,58.0,71.0,62.0,64.0,46.0,3,4,MT,,,,,,,,78.0,49.0,,,,,,,,,,,46.0,53.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,49.0,61.0,48.0,,,,,,
ITAPAJE,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,481,415,86%,36%,21%,43%,58%,54.0,72.0,41.0,69.0,56.0,68.0,60.0,63.0,63.0,3,4,MT,,,,,,,,75.0,51.0,,,,,,,,,,,45.0,52.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,55.0,62.0,57.0,,,,,,
ITATIRA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,188,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGUARIBARA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,141,130,92%,20%,23%,57%,67%,64.0,67.0,42.0,75.0,66.0,73.0,72.0,73.0,,3,4,MT,,,,,,,,82.0,59.0,,,,,,,,,,,62.0,69.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,60.0,80.0,63.0,,,,,,
JAGUARIBE,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,490,376,77%,29%,23%,48%,61%,63.0,73.0,44.0,80.0,57.0,73.0,61.0,64.0,54.0,3,4,MT,,,,,,,,79.0,53.0,,,,,,,,,,,47.0,68.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,56.0,71.0,57.0,,,,,,
JARDIM,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,399,339,85%,32%,19%,48%,60%,60.0,63.0,45.0,69.0,59.0,68.0,56.0,61.0,55.0,3,4,MT,,,,,,,,75.0,59.0,,,,,,,,,,,55.0,56.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,61.0,64.0,58.0,,,,,,
JATI,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,128,77,60%,32%,9%,58%,67%,66.0,65.0,49.0,64.0,58.0,82.0,62.0,71.0,69.0,3,4,MT,,,,,,,,77.0,66.0,,,,,,,,,,,68.0,56.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,72.0,65.0,75.0,,,,,,
JUAZEIRO DO NORTE,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,1469,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUCAS,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,377,340,90%,22%,21%,54%,66%,75.0,72.0,51.0,132.0,76.0,78.0,77.0,79.0,50.0,3,4,MT,,,,,,,,80.0,63.0,,,,,,,,,,,57.0,64.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,56.0,67.0,63.0,,,,,,
LIMOEIRO DO NORTE,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,611,488,80%,31%,23%,46%,60%,63.0,70.0,51.0,64.0,0.0,78.0,65.0,70.0,34.0,3,4,MT,,,,,,,,78.0,48.0,,,,,,,,,,,51.0,72.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,52.0,50.0,48.0,,,,,,
MADALENA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,256,192,75%,14%,17%,70%,71%,70.0,82.0,51.0,68.0,59.0,73.0,70.0,78.0,0.0,3,4,MT,,,,,,,,86.0,69.0,,,,,,,,,,,68.0,82.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,68.0,83.0,63.0,,,,,,
MARACANAU,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,3182,2635,83%,38%,24%,39%,57%,55.0,68.0,32.0,66.0,54.0,68.0,59.0,58.0,100.0,3,4,MT,,,,,,,,74.0,50.0,,,,,,,,,,,48.0,67.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,52.0,69.0,36.0,,,,,,
MARANGUAPE,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,1267,1193,94%,29%,25%,44%,58%,73.0,60.0,52.0,46500.0,75.0,76.0,58.0,62.0,50.0,3,4,MT,,,,,,,,74.0,61.0,,,,,,,,,,,50.0,53.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,39.0,46.0,56.0,,,,,,
MARCO,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,474,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARTINOPOLE,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,206,158,77%,17%,11%,68%,75%,82.0,82.0,66.0,131.0,72.0,82.0,76.0,81.0,78.0,3,4,MT,,,,,,,,84.0,66.0,,,,,,,,,,,68.0,76.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,66.0,80.0,75.0,,,,,,
MASSAPE,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,567,381,67%,19%,16%,65%,71%,74.0,71.0,52.0,80.0,70.0,73.0,79.0,78.0,,3,4,MT,,,,,,,,82.0,65.0,,,,,,,,,,,69.0,76.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,59.0,85.0,62.0,,,,,,
MAURITI,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,604,551,91%,38%,21%,40%,55%,55.0,60.0,35.0,77.0,55.0,61.0,46.0,57.0,46.0,3,4,MT,,,,,,,,69.0,51.0,,,,,,,,,,,48.0,64.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,49.0,61.0,63.0,,,,,,
MERUOCA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,232,201,87%,7%,10%,83%,83%,85.0,88.0,77.0,94.0,85.0,86.0,88.0,86.0,,3,4,MT,,,,,,,,90.0,76.0,,,,,,,,,,,80.0,89.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,70.0,90.0,74.0,,,,,,
MILAGRES,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,23,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRAIMA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,17,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOMBACA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,31,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONSENHOR TABOSA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,152,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORADA NOVA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,396,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUCAMBO,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,189,182,96%,12%,12%,77%,79%,80.0,81.0,72.0,85.0,80.0,85.0,86.0,82.0,75.0,3,4,MT,,,,,,,,93.0,81.0,,,,,,,,,,,73.0,82.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,76.0,85.0,40.0,,,,,,
MULUNGU,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,144,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA OLINDA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,245,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA RUSSAS,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,304,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVO ORIENTE,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,404,393,97%,17%,16%,67%,72%,71.0,80.0,48.0,76.0,65.0,83.0,72.0,78.0,67.0,3,4,MT,,,,,,,,85.0,70.0,,,,,,,,,,,63.0,84.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,65.0,85.0,66.0,,,,,,
OCARA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,84,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACAJUS,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,230,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACATUBA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,845,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACOTI,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,30,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACUJA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,81,75,93%,29%,15%,56%,65%,56.0,75.0,49.0,79.0,68.0,71.0,72.0,67.0,,3,4,MT,,,,,,,,79.0,53.0,,,,,,,,,,,59.0,67.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,59.0,65.0,63.0,,,,,,
PALHANO,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,112,103,92%,35%,23%,42%,59%,61.0,72.0,37.0,68.0,51.0,69.0,60.0,64.0,39.0,3,4,MT,,,,,,,,83.0,46.0,,,,,,,,,,,46.0,76.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,56.0,71.0,37.0,,,,,,
PALMACIA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,128,12,9%,0%,33%,67%,76%,83.0,100.0,50.0,92.0,75.0,42.0,92.0,79.0,,3,4,MT,,,,,,,,83.0,79.0,,,,,,,,,,,71.0,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,75.0,83.0,100.0,,,,,,
PARACURU,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,603,423,70%,36%,22%,42%,58%,58.0,68.0,33.0,68.0,56.0,64.0,65.0,64.0,44.0,3,4,MT,,,,,,,,77.0,53.0,,,,,,,,,,,49.0,60.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,53.0,65.0,60.0,,,,,,
PARAMOTI,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,24,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRA BRANCA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,461,416,90%,1%,0%,40%,99%,100.0,99.0,99.0,310.0,99.0,99.0,99.0,99.0,99.0,3,4,MT,,,,,,,,99.0,100.0,,,,,,,,,,,99.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,98.0,99.0,,,,,,
PENTECOSTE,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,639,332,52%,42%,22%,36%,50%,51.0,57.0,32.0,63.0,56.0,74.0,51.0,9.0,46.0,3,4,MT,,,,,,,,67.0,57.0,,,,,,,,,,,48.0,26.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,31.0,54.0,47.0,,,,,,
PEREIRO,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,138,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINDORETAMA,MATEMÁTICA,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,310,0,0%,0%,0%,0%,0%,,,,,,,,,,3,4,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
